Item,System,Failure observation,Repair time
Component 6,System 05,9/30/2007,54.10
Component 6,System 05,10/7/2007,58.96
Component 6,System 05,11/2/2007,52.48
Component 6,System 05,11/6/2007,56.54
Component 6,System 05,11/14/2007,56.73
Component 6,System 05,11/26/2007,54.62
Component 6,System 05,12/5/2007,54.69
Component 6,System 05,12/15/2007,57.52
Component 6,System 05,1/19/2008,57.39
Component 6,System 05,2/26/2008,56.36
Component 6,System 05,2/29/2008,57.81
Component 6,System 05,3/27/2008,58.47
Component 6,System 05,4/5/2008,51.72
Component 6,System 05,6/30/2008,53.48
Component 6,System 05,10/7/2008,57.97
Component 6,System 05,1/3/2009,51.81
Component 6,System 05,1/11/2009,52.48
Component 6,System 05,1/18/2009,58.20
Component 6,System 05,2/3/2009,58.37
Component 6,System 05,2/9/2009,55.01
Component 6,System 05,3/8/2009,56.69
Component 6,System 05,3/26/2009,52.88
Component 6,System 05,3/30/2009,56.24
Component 6,System 05,4/16/2009,58.07
Component 6,System 05,4/19/2009,52.20
Component 6,System 05,6/4/2009,54.48
Component 6,System 05,6/14/2009,56.58
Component 6,System 05,7/3/2009,50.60
Component 6,System 05,8/25/2009,53.45
Component 6,System 05,9/15/2009,50.69
Component 6,System 05,10/2/2009,53.83
Component 6,System 05,10/3/2009,59.01
Component 6,System 05,12/11/2009,56.32
Component 6,System 05,2/6/2010,55.08
Component 6,System 05,4/12/2010,56.18
Component 6,System 05,6/24/2010,59.97
Component 6,System 05,8/11/2010,56.50
Component 6,System 05,8/28/2010,56.39
Component 6,System 05,9/11/2010,54.79
Component 6,System 05,9/26/2010,53.43
Component 6,System 05,11/26/2010,50.51
Component 6,System 05,12/6/2010,52.21
Component 6,System 05,1/9/2011,58.42
Component 6,System 05,2/2/2011,53.33
Component 6,System 05,2/22/2011,58.45
Component 6,System 05,2/22/2011,51.02
Component 6,System 05,5/26/2011,50.20
Component 6,System 05,6/24/2011,51.89
Component 6,System 05,7/4/2011,50.28
Component 6,System 05,10/23/2011,50.19
Component 6,System 05,4/15/2012,56.99
Component 6,System 05,5/14/2012,58.78
Component 6,System 05,5/30/2012,58.17
Component 6,System 05,6/15/2012,58.81
Component 6,System 05,9/17/2012,54.23
Component 6,System 05,10/17/2012,52.98
Component 6,System 05,10/17/2012,54.85
Component 6,System 05,11/5/2012,57.81
Component 6,System 05,11/25/2012,52.87
Component 6,System 05,11/25/2012,55.74
Component 6,System 05,1/12/2013,58.41
Component 6,System 05,1/18/2013,55.51
Component 6,System 05,2/20/2013,56.57
Component 6,System 05,5/13/2013,52.33
Component 6,System 05,6/24/2013,50.93
Component 6,System 05,6/28/2013,55.30
Component 6,System 05,8/19/2013,56.93
Component 6,System 05,8/24/2013,57.73
Component 6,System 05,8/28/2013,52.57
Component 6,System 05,8/29/2013,58.46
Component 6,System 05,10/25/2013,52.62
Component 6,System 05,3/20/2014,51.80
Component 6,System 05,4/2/2014,53.29
Component 6,System 05,4/3/2014,51.78
Component 6,System 05,7/17/2014,50.88
Component 6,System 05,9/9/2014,58.46
Component 6,System 05,10/22/2014,51.23
Component 6,System 05,11/10/2014,52.98
Component 6,System 05,11/12/2014,56.59
Component 6,System 05,11/18/2014,52.22
Component 6,System 05,1/5/2015,50.96
Component 6,System 05,1/11/2015,58.60
Component 6,System 05,3/15/2015,52.00
Component 6,System 05,6/2/2015,58.64
Component 6,System 05,6/27/2015,54.99
Component 6,System 05,7/16/2015,52.09
Component 6,System 05,8/31/2015,51.42
Component 6,System 05,10/21/2015,58.70
Component 6,System 05,11/12/2015,52.64
Component 6,System 05,12/23/2015,57.11
Component 6,System 06,3/15/1990,59.86
Component 6,System 06,4/28/1990,52.51
Component 6,System 06,6/3/1990,51.80
Component 6,System 06,8/11/1990,50.00
Component 6,System 06,8/22/1990,55.99
Component 6,System 06,9/9/1990,54.68
Component 6,System 06,9/9/1990,58.68
Component 6,System 06,10/24/1990,58.73
Component 6,System 06,10/31/1990,55.54
Component 6,System 06,12/28/1990,52.10
Component 6,System 06,2/27/1991,59.08
Component 6,System 06,4/5/1991,56.49
Component 6,System 06,4/25/1991,56.17
Component 6,System 06,5/30/1991,53.31
Component 6,System 06,6/4/1991,52.51
Component 6,System 06,7/19/1991,55.53
Component 6,System 06,8/22/1991,58.33
Component 6,System 06,8/28/1991,51.46
Component 6,System 06,9/15/1991,58.86
Component 6,System 06,10/13/1991,53.27
Component 6,System 06,11/14/1991,59.61
Component 6,System 06,12/30/1991,53.61
Component 6,System 06,2/4/1992,50.14
Component 6,System 06,4/20/1992,56.63
Component 6,System 06,5/24/1992,54.48
Component 6,System 06,6/21/1992,51.87
Component 6,System 06,6/26/1992,57.64
Component 6,System 06,7/13/1992,54.81
Component 6,System 06,8/1/1992,54.10
Component 6,System 06,10/7/1992,53.93
Component 6,System 06,10/19/1992,54.39
Component 6,System 06,12/28/1992,57.83
Component 6,System 06,1/11/1993,51.21
Component 6,System 06,2/28/1993,57.46
Component 6,System 06,3/24/1993,51.33
Component 6,System 06,3/25/1993,55.04
Component 6,System 06,6/24/1993,58.04
Component 6,System 06,7/12/1993,50.33
Component 6,System 06,7/13/1993,55.14
Component 6,System 06,7/29/1993,55.02
Component 6,System 06,8/18/1993,50.68
Component 6,System 06,9/13/1993,50.71
Component 6,System 06,10/22/1993,51.82
Component 6,System 06,2/14/1994,54.96
Component 6,System 06,2/26/1994,52.71
Component 6,System 06,3/13/1994,56.09
Component 6,System 06,4/23/1994,50.15
Component 6,System 06,5/12/1994,50.99
Component 6,System 06,5/13/1994,52.13
Component 6,System 06,5/15/1994,59.17
Component 6,System 06,5/31/1994,56.70
Component 6,System 06,7/28/1994,52.31
Component 6,System 06,9/17/1994,56.36
Component 6,System 06,10/8/1994,59.49
Component 6,System 06,11/8/1994,52.22
Component 6,System 06,11/16/1994,54.26
Component 6,System 06,6/10/1995,52.44
Component 6,System 06,8/18/1995,54.58
Component 6,System 06,10/23/1995,51.00
Component 6,System 06,11/27/1995,50.51
Component 6,System 06,1/11/1996,53.17
Component 6,System 06,1/16/1996,52.34
Component 6,System 06,2/8/1996,57.86
Component 6,System 06,3/16/1996,53.00
Component 6,System 06,4/25/1996,57.37
Component 6,System 06,5/12/1996,52.92
Component 6,System 06,6/11/1996,56.58
Component 6,System 06,8/2/1996,50.91
Component 6,System 06,8/7/1996,59.58
Component 6,System 06,10/10/1996,53.87
Component 6,System 06,11/7/1996,57.99
Component 6,System 06,12/19/1996,52.03
Component 6,System 06,1/30/1997,50.18
Component 6,System 06,2/8/1997,54.16
Component 6,System 06,4/6/1997,57.49
Component 6,System 06,6/25/1997,52.34
Component 6,System 06,8/29/1997,50.29
Component 6,System 06,10/9/1997,51.09
Component 6,System 06,1/28/1998,52.23
Component 6,System 06,4/29/1998,56.09
Component 6,System 06,5/5/1998,58.11
Component 6,System 06,5/22/1998,51.39
Component 6,System 06,5/25/1998,55.08
Component 6,System 06,8/18/1998,56.95
Component 6,System 06,9/11/1998,51.99
Component 6,System 06,9/16/1998,59.67
Component 6,System 06,1/11/1999,54.91
Component 6,System 06,3/8/1999,50.99
Component 6,System 06,3/30/1999,52.93
Component 6,System 06,4/21/1999,55.89
Component 6,System 06,7/25/1999,59.98
Component 6,System 06,11/28/1999,55.98
Component 6,System 06,3/29/2000,51.77
Component 6,System 06,4/30/2000,53.87
Component 6,System 06,5/13/2000,59.91
Component 6,System 06,5/21/2000,57.09
Component 6,System 06,5/31/2000,59.87
Component 6,System 06,6/16/2000,53.28
Component 6,System 06,8/13/2000,55.39
Component 6,System 06,8/29/2000,54.19
Component 6,System 06,9/4/2000,59.42
Component 6,System 06,2/13/2001,56.03
Component 6,System 06,3/16/2001,53.79
Component 6,System 06,4/25/2001,50.10
Component 6,System 06,5/18/2001,54.45
Component 6,System 06,6/9/2001,58.44
Component 6,System 06,7/17/2001,53.73
Component 6,System 06,7/19/2001,55.45
Component 6,System 06,8/15/2001,52.90
Component 6,System 06,9/2/2001,51.73
Component 6,System 06,9/30/2001,59.99
Component 6,System 06,10/29/2001,54.37
Component 6,System 06,11/4/2001,56.07
Component 6,System 06,1/29/2002,54.51
Component 6,System 06,3/12/2002,52.66
Component 6,System 06,3/13/2002,59.29
Component 6,System 06,4/16/2002,50.75
Component 6,System 06,7/11/2002,50.31
Component 6,System 06,8/5/2002,54.47
Component 6,System 06,10/7/2002,59.05
Component 6,System 06,10/20/2002,55.89
Component 6,System 06,11/5/2002,57.11
Component 6,System 06,1/5/2003,52.29
Component 6,System 06,2/1/2003,57.07
Component 6,System 06,2/11/2003,50.11
Component 6,System 06,5/29/2003,50.02
Component 6,System 06,9/26/2003,55.96
Component 6,System 06,11/7/2003,58.48
Component 6,System 06,11/19/2003,50.59
Component 6,System 06,12/10/2003,58.65
Component 6,System 06,2/4/2004,52.44
Component 6,System 06,3/16/2004,50.88
Component 6,System 06,5/13/2004,52.04
Component 6,System 06,5/29/2004,56.63
Component 6,System 06,6/29/2004,57.97
Component 6,System 06,6/29/2004,56.85
Component 6,System 06,8/10/2004,54.44
Component 6,System 06,8/15/2004,51.13
Component 6,System 06,1/30/2005,54.43
Component 6,System 06,4/9/2005,53.89
Component 6,System 06,4/16/2005,51.86
Component 6,System 06,4/21/2005,52.43
Component 6,System 06,4/24/2005,52.46
Component 6,System 06,5/17/2005,52.09
Component 6,System 06,5/23/2005,58.77
Component 6,System 06,6/8/2005,51.20
Component 6,System 06,6/18/2005,51.13
Component 6,System 06,6/21/2005,50.37
Component 6,System 06,7/7/2005,54.27
Component 6,System 06,8/8/2005,51.67
Component 6,System 06,8/12/2005,52.73
Component 6,System 06,8/13/2005,54.59
Component 6,System 06,8/25/2005,50.96
Component 6,System 06,8/27/2005,50.21
Component 6,System 06,9/10/2005,57.61
Component 6,System 06,10/10/2005,56.44
Component 6,System 06,12/20/2005,50.91
Component 6,System 06,1/17/2006,52.45
Component 6,System 06,2/3/2006,56.72
Component 6,System 06,3/30/2006,56.15
Component 6,System 06,4/4/2006,54.02
Component 6,System 06,5/27/2006,56.05
Component 6,System 06,6/25/2006,59.28
Component 6,System 06,7/14/2006,51.93
Component 6,System 06,7/24/2006,55.83
Component 6,System 06,7/28/2006,55.50
Component 6,System 06,8/22/2006,56.75
Component 6,System 06,9/19/2006,53.16
Component 6,System 06,9/23/2006,53.84
Component 6,System 06,11/1/2006,52.56
Component 6,System 06,12/2/2006,57.70
Component 6,System 06,1/28/2007,55.28
Component 6,System 06,2/5/2007,55.88
Component 6,System 06,2/15/2007,58.98
Component 6,System 06,3/24/2007,51.26
Component 6,System 06,4/17/2007,55.60
Component 6,System 06,9/1/2007,55.29
Component 6,System 06,11/17/2007,50.83
Component 6,System 06,11/18/2007,51.45
Component 6,System 06,12/19/2007,55.49
Component 6,System 06,12/20/2007,59.03
Component 6,System 06,2/7/2008,53.76
Component 6,System 06,3/27/2008,52.30
Component 6,System 06,4/15/2008,59.57
Component 6,System 06,10/20/2008,53.96
Component 6,System 06,11/16/2008,55.93
Component 6,System 06,11/28/2008,55.87
Component 6,System 06,11/29/2008,50.77
Component 6,System 06,12/12/2008,51.96
Component 6,System 06,2/21/2009,58.47
Component 6,System 06,4/27/2009,59.14
Component 6,System 06,5/13/2009,52.01
Component 6,System 06,5/20/2009,56.51
Component 6,System 06,6/17/2009,50.92
Component 6,System 06,10/21/2009,57.63
Component 6,System 06,10/27/2009,51.37
Component 6,System 06,12/2/2009,59.25
Component 6,System 06,3/17/2010,53.79
Component 6,System 06,3/28/2010,50.86
Component 6,System 06,7/23/2010,54.79
Component 6,System 06,7/29/2010,59.44
Component 6,System 06,8/14/2010,57.41
Component 6,System 06,9/17/2010,54.54
Component 6,System 06,10/12/2010,58.44
Component 6,System 06,10/28/2010,57.62
Component 6,System 06,11/11/2010,57.37
Component 6,System 06,11/15/2010,57.10
Component 6,System 06,12/26/2010,58.29
Component 6,System 06,1/23/2011,56.50
Component 6,System 06,2/6/2011,57.40
Component 6,System 06,2/7/2011,57.83
Component 6,System 06,3/13/2011,59.35
Component 6,System 06,4/14/2011,55.68
Component 6,System 06,4/21/2011,58.77
Component 6,System 06,4/24/2011,55.88
Component 6,System 06,7/6/2011,53.40
Component 6,System 06,8/18/2011,57.19
Component 6,System 06,12/8/2011,59.16
Component 6,System 06,12/13/2011,55.92
Component 6,System 06,1/11/2012,58.80
Component 6,System 06,1/20/2012,54.66
Component 6,System 06,2/20/2012,55.52
Component 6,System 06,2/22/2012,50.47
Component 6,System 06,3/22/2012,53.45
Component 6,System 06,5/7/2012,52.21
Component 6,System 06,7/4/2012,59.07
Component 6,System 06,8/11/2012,57.87
Component 6,System 06,9/7/2012,50.89
Component 6,System 06,12/29/2012,56.82
Component 6,System 06,2/2/2013,59.38
Component 6,System 06,2/6/2013,54.73
Component 6,System 06,3/6/2013,53.23
Component 6,System 06,3/20/2013,50.09
Component 6,System 06,3/21/2013,58.36
Component 6,System 06,3/29/2013,58.32
Component 6,System 06,4/7/2013,58.69
Component 6,System 06,5/23/2013,53.18
Component 6,System 06,5/26/2013,58.07
Component 6,System 06,6/27/2013,50.99
Component 6,System 06,8/9/2013,57.86
Component 6,System 06,11/12/2013,57.74
Component 6,System 06,12/9/2013,52.91
Component 6,System 06,1/11/2014,57.67
Component 6,System 06,2/13/2014,51.93
Component 6,System 06,3/14/2014,53.68
Component 6,System 06,3/16/2014,55.59
Component 6,System 06,3/22/2014,58.04
Component 6,System 06,5/20/2014,53.98
Component 6,System 06,7/10/2014,55.87
Component 6,System 06,8/8/2014,53.31
Component 6,System 06,8/27/2014,52.97
Component 6,System 06,9/7/2014,54.28
Component 6,System 06,9/17/2014,59.49
Component 6,System 06,11/3/2014,58.17
Component 6,System 06,12/5/2014,50.92
Component 6,System 06,12/25/2014,51.03
Component 6,System 06,1/6/2015,55.23
Component 6,System 06,4/17/2015,52.23
Component 6,System 06,5/15/2015,51.67
Component 6,System 06,6/8/2015,58.35
Component 6,System 06,6/18/2015,53.19
Component 6,System 06,8/5/2015,57.29
Component 6,System 06,8/8/2015,53.30
Component 6,System 06,9/6/2015,50.86
Component 6,System 06,12/24/2015,50.47
Component 6,System 07,1/3/1990,50.24
Component 6,System 07,1/4/1990,57.35
Component 6,System 07,2/23/1990,56.35
Component 6,System 07,3/9/1990,54.00
Component 6,System 07,5/22/1990,59.02
Component 6,System 07,6/10/1990,57.40
Component 6,System 07,9/28/1990,59.11
Component 6,System 07,11/10/1990,58.43
Component 6,System 07,11/28/1990,55.14
Component 6,System 07,5/9/1991,57.46
Component 6,System 07,6/19/1991,56.04
Component 6,System 07,6/25/1991,54.07
Component 6,System 07,7/8/1991,53.95
Component 6,System 07,9/5/1991,55.23
Component 6,System 07,9/23/1991,56.24
Component 6,System 07,11/18/1991,57.85
Component 6,System 07,11/23/1991,53.77
Component 6,System 07,1/1/1992,59.43
Component 6,System 07,1/16/1992,59.59
Component 6,System 07,1/27/1992,56.30
Component 6,System 07,2/19/1992,52.74
Component 6,System 07,2/24/1992,51.01
Component 6,System 07,3/28/1992,54.74
Component 6,System 07,4/14/1992,51.95
Component 6,System 07,4/18/1992,58.34
Component 6,System 07,4/24/1992,51.61
Component 6,System 07,5/6/1992,53.89
Component 6,System 07,5/13/1992,54.13
Component 6,System 07,5/14/1992,55.43
Component 6,System 07,5/15/1992,55.50
Component 6,System 07,6/23/1992,51.63
Component 6,System 07,10/20/1992,58.11
Component 6,System 07,12/6/1992,54.75
Component 6,System 07,12/26/1992,52.10
Component 6,System 07,1/14/1993,50.39
Component 6,System 07,8/13/1993,51.25
Component 6,System 07,9/13/1993,52.78
Component 6,System 07,1/18/1994,56.17
Component 6,System 07,7/15/1994,54.90
Component 6,System 07,9/21/1994,51.05
Component 6,System 07,10/5/1994,57.09
Component 6,System 07,12/17/1994,55.64
Component 6,System 07,1/21/1995,59.94
Component 6,System 07,3/5/1995,53.37
Component 6,System 07,3/15/1995,55.98
Component 6,System 07,4/8/1995,51.59
Component 6,System 07,4/22/1995,55.53
Component 6,System 07,6/21/1995,55.44
Component 6,System 07,8/13/1995,51.78
Component 6,System 07,10/1/1995,52.97
Component 6,System 07,11/12/1995,59.85
Component 6,System 07,11/30/1995,58.44
Component 6,System 07,12/25/1995,51.63
Component 6,System 07,1/20/1996,57.51
Component 6,System 07,4/27/1996,54.46
Component 6,System 07,5/5/1996,50.26
Component 6,System 07,5/6/1996,56.93
Component 6,System 07,8/2/1996,57.61
Component 6,System 07,8/16/1996,55.26
Component 6,System 07,8/25/1996,54.13
Component 6,System 07,10/5/1996,51.73
Component 6,System 07,10/5/1996,57.88
Component 6,System 07,10/14/1996,50.83
Component 6,System 07,11/2/1996,50.53
Component 6,System 07,11/13/1996,54.79
Component 6,System 07,11/19/1996,53.76
Component 6,System 07,11/20/1996,50.64
Component 6,System 07,12/22/1996,58.84
Component 6,System 07,2/27/1997,51.97
Component 6,System 07,5/16/1997,59.60
Component 6,System 07,9/8/1997,55.90
Component 6,System 07,9/11/1997,56.55
Component 6,System 07,9/17/1997,58.83
Component 6,System 07,11/3/1997,51.81
Component 6,System 07,12/17/1997,50.95
Component 6,System 07,1/16/1998,51.29
Component 6,System 07,3/15/1998,59.64
Component 6,System 07,5/31/1998,57.50
Component 6,System 07,6/18/1998,53.53
Component 6,System 07,7/2/1998,57.95
Component 6,System 07,7/10/1998,55.48
Component 6,System 07,7/12/1998,55.13
Component 6,System 07,7/26/1998,59.77
Component 6,System 07,8/22/1998,57.21
Component 6,System 07,9/17/1998,53.42
Component 6,System 07,10/29/1998,54.51
Component 6,System 07,11/2/1998,58.08
Component 6,System 07,11/28/1998,58.38
Component 6,System 07,2/10/1999,53.31
Component 6,System 07,3/13/1999,59.62
Component 6,System 07,4/26/1999,53.62
Component 6,System 07,6/25/1999,53.85
Component 6,System 07,7/20/1999,51.54
Component 6,System 07,7/30/1999,54.12
Component 6,System 07,2/18/2000,54.24
Component 6,System 07,3/8/2000,54.71
Component 6,System 07,4/20/2000,58.76
Component 6,System 07,5/16/2000,53.56
Component 6,System 07,8/20/2000,59.56
Component 6,System 07,11/1/2000,57.41
Component 6,System 07,12/12/2000,53.20
